House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
15,Johnston Underpass,Howard,Hart,40,Husband,Married,Male,"Administrator, charities/voluntary organisations",None,Christian
15,Johnston Underpass,Elaine,Matthews,23,Lodger,Single,Female,"Designer, interior/spatial",None,None
15,Johnston Underpass,Joanne,Watts,59,Sibling,Single,Female,Osteopath,None,Catholic
15,Johnston Underpass,Mohammed,Wilson,23,Lodger,Divorced,Male,Learning mentor,None,Christian
16,Johnston Underpass,Geraldine,Burns,52,Head,Married,Female,Paediatric nurse,None,Methodist
16,Johnston Underpass,Roy,Burns,54,Husband,Married,Male,"Surveyor, commercial/residential",None,Methodist
16,Johnston Underpass,Ronald,Burns,25,Adopted Son,Single,Male,Set designer,None,Methodist
16,Johnston Underpass,Joan,Burns,21,Daughter,Single,Female,University Student,None,Methodist
16,Johnston Underpass,Tom,Burns,13,Son,NA,Male,Student,None,NA
17,Johnston Underpass,Samantha,Naylor,72,Head,Married,Female,"Retired Scientist, research (maths)",None,Christian
17,Johnston Underpass,Billy,Naylor,76,Husband,Married,Male,Retired Barrister's clerk,None,Christian
17,Johnston Underpass,Nicholas,Naylor,44,Son,Single,Male,Customer service manager,None,None
17,Johnston Underpass,Douglas,Naylor,43,Son,Single,Male,"Radiographer, therapeutic",None,None
17,Johnston Underpass,Maurice,Naylor,41,Son,Divorced,Male,Civil Service fast streamer,None,Christian
18,Johnston Underpass,Gerard,Wilson,24,Head,Single,Male,Unemployed,None,Christian
18,Johnston Underpass,Caroline,Mills,56,None,Single,Female,Operational investment banker,None,Christian
18,Johnston Underpass,Phillip,Richardson,62,None,Single,Male,"Scientist, audiological",None,Christian
18,Johnston Underpass,Clare,Robertson,47,None,Divorced,Female,"Programmer, systems",None,Catholic
18,Johnston Underpass,Harriet,Davies,55,None,Single,Female,Mudlogger,None,Christian
19,Johnston Underpass,Lisa,Edwards,50,Head,Married,Female,Emergency planning/management officer,None,None
19,Johnston Underpass,Mohammed,Edwards,56,Husband,Married,Male,Unemployed,None,None
19,Johnston Underpass,Sean,Edwards,36,Son,Single,Male,Video editor,None,None
19,Johnston Underpass,Philip,Edwards,30,Son,Divorced,Male,Film/video editor,None,None
19,Johnston Underpass,Kathryn,Edwards,27,Daughter,Single,Female,"Chemist, analytical",None,None
19,Johnston Underpass,Josephine,Edwards,27,Daughter,Single,Female,"Geologist, engineering",None,None
19,Johnston Underpass,Gerard,Edwards,26,Son,Divorced,Male,Unemployed,None,None
19,Johnston Underpass,Geoffrey,Edwards,18,Son,Single,Male,Student,None,None
19,Johnston Underpass,Brian,Edwards,18,Son,Single,Male,Student,None,None
19,Johnston Underpass,Carl,Bull-Edwards,11,Son,NA,Male,Student,None,NA
19,Johnston Underpass,Kieran,Rogers-Bull-Edwards,7,Son,NA,Male,Student,None,NA
20,Johnston Underpass,Karen,Parker,41,Head,Married,Female,Unemployed,None,None
20,Johnston Underpass,Mohammed,Parker,42,Husband,Married,Male,Dealer,None,None
20,Johnston Underpass,Carole,Parker,16,Daughter,NA,Female,Student,None,NA
21,Johnston Underpass,Damian,Harding,26,Head,Married,Male,"Scientist, research (physical sciences)",None,Catholic
21,Johnston Underpass,Nicole,Harding,24,Wife,Married,Female,Careers adviser,None,None
22,Johnston Underpass,Kerry,Carter,61,Head,Married,Female,"Engineer, structural",None,Christian
22,Johnston Underpass,Damien,Carter,68,Husband,Married,Male,Retired Tax inspector,None,Christian
22,Johnston Underpass,Jason,Carter,29,Son,Single,Male,Manufacturing systems engineer,None,Christian
22,Johnston Underpass,Alison,Carter,28,Daughter,Divorced,Female,Charity fundraiser,None,Christian
22,Johnston Underpass,Shannon,Carter,28,Daughter,Single,Female,Restaurant manager,None,Christian
22,Johnston Underpass,Adam,Carter,27,Son,Single,Male,Product manager,None,None
22,Johnston Underpass,Marilyn,Carter,23,Daughter,Divorced,Female,"Designer, textile",None,Christian
22,Johnston Underpass,Tony,Carter,20,Son,Single,Male,University Student,None,Christian
23,Johnston Underpass,Hayley,White,52,Head,Married,Female,Site engineer,None,Christian
23,Johnston Underpass,Mark,White,51,Husband,Married,Male,Purchasing manager,None,Christian
23,Johnston Underpass,Brett,Thomas-White,26,Son,Single,Male,Actor,None,None
23,Johnston Underpass,Natalie,Thomas-White,22,Daughter,Single,Female,University Student,None,Christian
23,Johnston Underpass,Louis,Thomas-White,13,Son,NA,Male,Student,None,NA
24,Johnston Underpass,Natasha,Palmer,28,Head,Married,Female,Ergonomist,None,Methodist
24,Johnston Underpass,Kyle,Palmer,30,Husband,Married,Male,"Engineer, control and instrumentation",Disabled,None
24,Johnston Underpass,Timothy,Palmer,1,Son,NA,Male,Child,None,NA
24,Johnston Underpass,Pauline,Watkins,22,Lodger,Divorced,Female,University Student,None,Methodist
24,Johnston Underpass,Annette,Jones,43,Lodger,Single,Female,"Therapist, speech and language",None,None
24,Johnston Underpass,Donald,George,39,Lodger,Single,Male,Unemployed,None,Christian
25,Johnston Underpass,Amy,Miller,36,Head,Single,Female,Health promotion specialist,None,None
25,Johnston Underpass,Luke,Hughes,37,Partner,Single,Male,Acupuncturist,None,None
25,Johnston Underpass,Jack,Miller,9,Son,NA,Male,Student,None,NA
26,Johnston Underpass,Ellie,Ward,45,Head,Married,Female,Unemployed,None,Christian
26,Johnston Underpass,Graham,Ward,47,Husband,Married,Male,Probation officer,None,Christian
26,Johnston Underpass,Iain,Ward,14,Son,NA,Male,Student,None,NA
26,Johnston Underpass,Paul,Ward,12,Son,NA,Male,Student,None,NA
26,Johnston Underpass,Samuel,Ward,8,Son,NA,Male,Student,None,NA
26,Johnston Underpass,Nicole,Ward,7,Daughter,NA,Female,Student,None,NA
26,Johnston Underpass,Marie,Ward,4,Daughter,NA,Female,Child,None,NA
26,Johnston Underpass,Leslie,Ward,2,Son,NA,Male,Child,None,NA
26,Johnston Underpass,Gavin,Harvey,18,Sibling,Single,Male,Student,None,NA
27,Johnston Underpass,Sylvia,Evans,43,Head,Single,Female,Heritage manager,None,Christian
27,Johnston Underpass,Samuel,Joyce,47,Partner,Single,Male,Unemployed,None,None
27,Johnston Underpass,Catherine,Hancock-Evans,25,Daughter,Single,Female,Paediatric nurse,None,Christian
27,Johnston Underpass,Jonathan,Hancock-Evans,21,Son,Single,Male,University Student,None,Christian
27,Johnston Underpass,Joshua,Hancock-Evans,17,Son,NA,Male,Student,None,NA
28,Johnston Underpass,Jacqueline,Matthews,59,Head,Single,Female,"Chemist, analytical",None,None
28,Johnston Underpass,Dorothy,Matthews,19,Daughter,Single,Female,University Student,None,None
28,Johnston Underpass,Lucy,Matthews,18,Daughter,Divorced,Female,Student,None,None
28,Johnston Underpass,Sharon,Matthews,14,Daughter,NA,Female,Student,None,NA
28,Johnston Underpass,Graeme,Matthews,14,Son,NA,Male,Student,None,NA
29,Johnston Underpass,Helen,Murphy,54,Head,Single,Female,Unemployed,None,Christian
29,Johnston Underpass,Kerry,Murphy,13,Daughter,NA,Female,Student,None,NA
29,Johnston Underpass,Stephen,Murphy,10,Son,NA,Male,Student,None,NA
29,Johnston Underpass,Jean,Murphy,6,Daughter,NA,Female,Student,None,NA
29,Johnston Underpass,Gareth,Morrison-Murphy,3,Son,NA,Male,Child,None,NA
30,Johnston Underpass,Abbie,Jones,61,Head,Married,Female,Clothing/textile technologist,None,Christian
30,Johnston Underpass,Frederick,Jones,63,Husband,Married,Male,English as a foreign language teacher,None,Christian
30,Johnston Underpass,Sophie,Hilton-Jones,34,Daughter,Divorced,Female,"Exhibitions officer, museum/gallery",None,Christian
30,Johnston Underpass,Kelly,Hilton-Jones,33,Daughter,Divorced,Female,"Accountant, chartered public finance",None,Christian
30,Johnston Underpass,Laura,Hilton-Jones,30,Daughter,Single,Female,Unemployed,None,Christian
30,Johnston Underpass,Zoe,Hilton-Jones,27,Daughter,Single,Female,Chief Technology Officer,None,Christian
30,Johnston Underpass,Jayne,Hilton-Jones,27,Daughter,Single,Female,Emergency planning/management officer,None,Christian
1,September Trace,Charles,Jones,96,Head,Married,Male,Retired Legal executive,None,Christian
1,September Trace,Megan,Jones,94,Wife,Married,Female,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Christian
2,September Trace,Lydia,Graham,71,Head,Widowed,Female,"Retired Surveyor, quantity",None,None
2,September Trace,Joseph,Graham,43,Son,Single,Male,Unemployed,None,None
2,September Trace,Rosemary,Graham,40,Daughter,Single,Female,"Journalist, broadcasting",None,None
2,September Trace,Mark,Graham,39,Son,Single,Male,Information officer,None,None
3,September Trace,Maria,Walsh,53,Head,Married,Female,Unemployed,None,None
3,September Trace,Leigh,Walsh,60,Husband,Married,Male,"Geologist, engineering",None,None
3,September Trace,Carol,Walsh,27,Daughter,Single,Female,"Editor, film/video",None,None
3,September Trace,Callum,Walsh,26,Son,Single,Male,Diplomatic Services operational officer,None,None
3,September Trace,Jane,Walsh,15,Daughter,NA,Female,Student,None,NA
4,September Trace,Jay,Wood,31,Head,Single,Male,Community pharmacist,None,Christian
4,September Trace,Dawn,Cox,19,None,Single,Female,University Student,None,None
4,September Trace,Derek,Shah,48,None,Single,Male,Newspaper journalist,None,None
4,September Trace,Eleanor,Parker,29,None,Single,Female,Music tutor,None,None
5,September Trace,Carly,Palmer,37,Head,Single,Female,Media planner,None,Christian
5,September Trace,Denis,O'Sullivan,62,None,Single,Male,Occupational psychologist,None,Christian
5,September Trace,Stanley,Hamilton,44,None,Single,Male,Retail merchandiser,None,None
5,September Trace,Holly,Thomas,59,None,Single,Female,"Programmer, multimedia",None,Christian
6,September Trace,Ricky,Dean,53,Head,Married,Male,Dancer,None,Christian
6,September Trace,Stacey,Dean,50,Wife,Married,Female,Manufacturing engineer,None,None
6,September Trace,Suzanne,Dean,16,Daughter,NA,Female,Student,None,NA
7,September Trace,Gareth,Stone,41,Head,Married,Male,Arboriculturist,None,None
7,September Trace,Bethany,Stone,45,Wife,Married,Female,Neurosurgeon,None,None
7,September Trace,Stacey,Stone,53,Cousin,Single,Female,Trade union research officer,None,None
7,September Trace,Julian,Pickering,53,Cousin,Single,Male,Product/process development scientist,None,None
7,September Trace,Kathleen,Pickering,49,Cousin,Single,Female,Youth worker,None,None
8,September Trace,Jennifer,Wright,37,Head,Single,Female,Dentist,None,None
8,September Trace,Elliot,Wright,7,Son,NA,Male,Student,None,NA
8,September Trace,Wendy,Wright,4,Daughter,NA,Female,Child,None,NA
8,September Trace,Abdul,Wright,1,Son,NA,Male,Child,None,NA
9,September Trace,Linda,Adams,40,Head,Married,Female,Newspaper journalist,None,Catholic
9,September Trace,Jordan,Adams,39,Husband,Married,Male,"Conservator, furniture",None,Catholic
9,September Trace,Rosemary,Adams,12,Daughter,NA,Female,Student,None,NA
9,September Trace,Heather,Adams,9,Daughter,NA,Female,Student,None,NA
9,September Trace,Lynne,Adams,3,Daughter,NA,Female,Child,None,NA
10,September Trace,Kathleen,Harding,73,Head,Married,Female,Retired Publishing copy,None,Christian
10,September Trace,Terence,Harding,77,Husband,Married,Male,"Retired Journalist, newspaper",None,Christian
11,September Trace,Sheila,Patel,41,Head,Married,Female,Unemployed,None,None
11,September Trace,Donald,Patel,44,Husband,Married,Male,Hospital doctor,None,None
11,September Trace,Jean,Patel,7,Daughter,NA,Female,Student,None,NA
12,September Trace,Victoria,Evans,55,Head,Divorced,Female,Geographical information systems officer,None,Christian
12,September Trace,Caroline,Evans,25,Daughter,Single,Female,Exhibition designer,None,Christian
12,September Trace,Charles,Evans,21,Son,Single,Male,University Student,None,Christian
12,September Trace,Josh,Evans,17,Son,NA,Male,Student,None,NA
12,September Trace,Ryan,Evans,14,Son,NA,Male,Student,None,NA
13,September Trace,Nicola,Hill,75,Head,Married,Female,Retired Fashion designer,None,Catholic
13,September Trace,Dale,Hill,79,Husband,Married,Male,"Retired Investment banker, operational",None,None
13,September Trace,Donna,Hill,44,Daughter,Single,Female,Statistician,None,Catholic
13,September Trace,Terence,Hill,40,Son,Single,Male,"Scientist, research (maths)",None,Catholic
14,September Trace,Stephanie,Bailey,27,Head,Married,Female,Surgeon,None,Muslim
14,September Trace,Maurice,Bailey,27,Husband,Married,Male,Musician,None,Muslim
14,September Trace,Sam,Bailey,9,Son,NA,Male,Student,None,NA
14,September Trace,Nicole,Bailey,8,Daughter,NA,Female,Student,None,NA
15,September Trace,Brett,Kent,47,Head,Married,Male,Film/video editor,None,Christian
15,September Trace,Rita,Kent,50,Wife,Married,Female,Production manager,None,Christian
15,September Trace,David,Kent,17,Son,NA,Male,Student,None,NA
16,September Trace,Abigail,Kaur,33,Head,Married,Female,"Accountant, chartered",None,Methodist
16,September Trace,Joel,Kaur,31,Husband,Married,Male,Advertising account planner,None,None
16,September Trace,Kathleen,Kaur,0,Daughter,NA,Female,Child,None,NA
16,September Trace,Toby,Kennedy,43,Lodger,Single,Male,Geochemist,None,Christian
17,September Trace,Jemma,Davies,58,Head,Married,Female,Structural engineer,None,None
17,September Trace,Charles,Davies,63,Husband,Married,Male,Clinical psychologist,None,None
17,September Trace,Pauline,Davies,18,Daughter,Single,Female,Student,None,None
17,September Trace,Tony,Davies,14,Son,NA,Male,Student,None,NA
18,September Trace,Hayley,Rees,51,Head,Single,Female,Historic buildings inspector/conservation officer,None,None
18,September Trace,Clare,Rees,21,Daughter,Divorced,Female,University Student,None,None
18,September Trace,Jayne,Rees,19,Daughter,Single,Female,University Student,None,None
18,September Trace,Sarah,Rees,16,Daughter,NA,Female,Student,None,NA
19,September Trace,Reece,Wallace,40,Head,Divorced,Male,Unemployed,None,None
19,September Trace,Gordon,Wallace,9,Son,NA,Male,Student,None,NA
19,September Trace,Natasha,Wallace,7,Daughter,NA,Female,Student,None,NA
19,September Trace,Nicola,Wallace,5,Daughter,NA,Female,Student,None,NA
1,Blackdike Street,Lynne,Knight,67,Head,Divorced,Female,Customer service manager,None,Christian
2,Blackdike Street,Brett,Wells,38,Head,Divorced,Male,Horticultural consultant,None,Catholic
3,Blackdike Street,Kelly,Davies,69,Head,Widowed,Female,Retired Geochemist,None,Christian
4,Blackdike Street,Matthew,Steele,79,Head,Divorced,Male,Unemployed,Disabled,Christian
5,Blackdike Street,Caroline,Murphy,46,Head,Single,Female,Professor Emeritus,None,None
5,Blackdike Street,Terry,Gregory,47,Partner,Single,Male,Structural engineer,None,None
5,Blackdike Street,Christian,Murphy,4,Son,NA,Male,Child,None,NA
5,Blackdike Street,Tom,Murphy,0,Son,NA,Male,Child,None,NA
6,Blackdike Street,Maria,Knight,19,Head,Single,Female,University Student,None,Muslim
6,Blackdike Street,Martin,Cooper,19,None,Single,Male,University Student,None,None
6,Blackdike Street,Chloe,Rahman,51,None,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
7,Blackdike Street,Stacey,Clark,46,Head,Divorced,Female,Unemployed,None,Catholic
7,Blackdike Street,Lynn,Clark,23,Daughter,Single,Female,Investment analyst,None,Catholic
8,Blackdike Street,Teresa,Patel,38,Head,Married,Female,Fashion designer,None,Christian
8,Blackdike Street,Harry,Patel,41,Husband,Married,Male,Unemployed,None,Christian
9,Blackdike Street,Lewis,Perry,89,Head,Married,Male,Retired Financial trader,None,Christian
9,Blackdike Street,Jenna,Perry,88,Wife,Married,Female,Retired Physiological scientist,None,Christian
10,Blackdike Street,Charlene,Woods,38,Head,Married,Female,Amenity horticulturist,None,None
10,Blackdike Street,Norman,Woods,40,Husband,Married,Male,"Scientist, water quality",None,None
10,Blackdike Street,Ashleigh,Woods,12,Daughter,NA,Female,Student,None,NA
11,Blackdike Street,Diana,Harrison,88,Head,Married,Female,"Retired Designer, jewellery",None,Catholic
11,Blackdike Street,Bradley,Harrison,90,Husband,Married,Male,Retired Historic buildings inspector/conservation officer,None,Catholic
12,Blackdike Street,Vanessa,Green,30,Head,Married,Female,"Engineer, technical sales",None,Catholic
12,Blackdike Street,Benjamin,Green,33,Husband,Married,Male,Broadcast engineer,None,Catholic
13,Blackdike Street,Jane,Jones,50,Head,Divorced,Female,"Engineer, production",None,Christian
14,Blackdike Street,Jay,Howarth,27,Head,Single,Male,Hydrographic surveyor,None,Methodist
15,Blackdike Street,Paige,Blake,69,Head,Married,Female,Retired Land/geomatics surveyor,None,Christian
15,Blackdike Street,Henry,Blake,72,Husband,Married,Male,Retired Structural engineer,None,Christian
15,Blackdike Street,Roy,Blake,41,Son,Single,Male,"Engineer, aeronautical",None,None
16,Blackdike Street,Lee,Clark,19,Head,Married,Male,International aid/development worker,None,None
16,Blackdike Street,Zoe,Clark,19,Wife,Married,Female,University Student,None,None
17,Blackdike Street,Brett,Williams,71,Head,Widowed,Male,Retired Dance movement psychotherapist,None,Christian
18,Blackdike Street,June,John,36,Head,Single,Female,Rural practice surveyor,None,None
19,Blackdike Street,Abigail,Day,24,Head,Divorced,Female,Special educational needs teacher,None,Methodist
20,Blackdike Street,Melanie,Charlton,18,Head,Single,Female,Student,None,NA
21,Blackdike Street,Sylvia,Hargreaves,54,Head,Divorced,Female,"Journalist, magazine",None,None
1,Richardson Mission,Lucy,Campbell,37,Head,Single,Female,Facilities manager,None,Christian
1,Richardson Mission,Benjamin,Green,43,Partner,Single,Male,Economist,None,None
1,Richardson Mission,Amy,Singh-Campbell,4,Daughter,NA,Female,Child,None,NA
1,Richardson Mission,Georgina,Vaughan,31,Lodger,Single,Female,Radio broadcast assistant,None,None
2,Richardson Mission,Denise,Curtis,20,Head,Divorced,Female,University Student,None,Catholic
2,Richardson Mission,Bethany,Turner,33,Lodger,Divorced,Female,Forest/woodland manager,None,Sikh
2,Richardson Mission,Allan,O'Donnell,21,Lodger,Single,Male,University Student,None,Muslim
